word,definition
حبس,(حَبَسَهُ) -ِ حَبْسًا: منعه وأمسكه. و- سَجَنه. و- الشيءَ: وَقَفَه لا يُباع ولا يُورث، وإنما تُمْلَك غَلَّتُه ومنفعَتُه. ويقال: حبا نفسه على كذا. و- الشيءَ بالشيءِ: ستره وأحاطه به. فهو محبوسٌ، وحَبِس. ; (أحْبَسَه): حَبَسه. ; (احتَبَسَ): امتنَع. يقال: حَبَسَه فاحتَبَس. و- الإنسانَ وغيرَه: حَبَسَه. و- فلانٌ الشيءَ: اختَصَّ نَفْسَه به. ; (تَحَبَّسَ) في الكلام: توقَّفَ. و- على كذا: حبَسَ نفسه عليه. ; (الحابِسُ): شبه حوض يجمع فيه الماءُ. ويقال: رِقُّ حابِسٌ: مُمْسِكٌ للماء. وكلأٌ حابِسٌ: كثير يحْبِسُ الدوابّ. (ج) حوابس. ; (الحُباسَةُ): شُبهُ حوضِ يُجْمَعُ فيه الماءُ. (ج) حبائس. ; (الحُبَّسُ): مُشاة الجيش. ; (الحَبْسُ): المكان يُحْبَسُ فيه. (ج) حُبُوسٌ. ; (الحِبْسُ): ما يُجْعَلُ في مَجْرَى الماءِ ليَحْبِسَه. والماء الحِبْسُ: ما لا مدد لهُ. (ج) أَحْباسٌ. ; (الحُبْسَةُ): ثِقَلٌ في اللسانِ يَمْنَع من الإبانة. ; (الحَبيسُ): المحبوسُ (ج) حُبُس، وهي حبيسة. (ج) حبائس. ; (المَحْبِسُ): مَعْلَفُ الدابَّة. (ج) محابِسُ. ; (المحْبَسُ): المَحْبِسُ. و- ما يُغَطَّى به الفراشُ للنَّوم عليه. ومِحْبَسُ الماء ونحوه: أَداةٌ تحرّك، فتفتح أو تقفل؛ فتتحكَّم في مرور سائل أو غاز. (مح). (ج) محابس.
حبش,(حَبَشَ) له -ُ حَبْشًا: جمعَ له. يقال: حَبَشَ لأهله: كَسَبَ لهم ما يحتاجون إليه. ; (أَحْبَشَت) المرأَةُ بولدها: جاءَت به حَبَشِيَّ اللون. ; (حبَّشَ) له: حَبَشَ. و- الأشياءَ ونحَوها: جمعها. ; (احْتَبَشَ) الشيءَ: جَمَعَه. ; (تَحبَّشَ) القومُ: تجَمَّعُوا. ويقال تَحبَّشوا عليه. ; (الأحْبَشُ): الحَبَشُ. (ج) أَحابِشُ. ; (الأُحْبُوشُ، والأُحْبُوشَة): الجماعة من الناس اختلفت أجناسهم. (ج) أحابيش. وأحابيش قُريش: جَماعة من قريش وكنانة وخزاعة اجتَمعوا عند حُبْشيّ، وهو جَبل بأَسفل مكَّة، وتحالَفوا. ; (الحُبَاشَةُ): كل ما جُمِعَ. و- الأُحْبوش. ; (الحُباشُيّة): العُقابُ. ; (الحَبَشُ): جنسٌ من السَّودان. و- سكَّان بلاد الحبشة. واحده حَبَشِيّ. (ج) حُبْشَان. ; (الحَبَشَةُ): الحبَش. و- بلادُ الحَبْشانِ: [ أثيوبيا]، وهي في إفريقية الشرقية. ; (الحَبشَيَّة): مؤْنَّث الحبشيّ. ويقال: روضة حبشيَّة: خضْراء تضْرب إلى السَّواد لغزارة ما فيها من نباتَاتٍ ونحوها.
حبض,(حَبَضَ) الوتَرُ -ِ حَبْضًا: انْطَلَقَ بشدَّة فصوَّتَ. و- بالوتَرِ: جَذَبه إليه ثم أرسله فصوّت. و- القلبُ والعِرْق: نبضَ شديدًا ثم سكَن. و- الشيءُ حُبُوضًا: نقصَ. و- السَّهْمُ: طاشَ ولم يُصبِ الغَرَضَ. و- الأَمرُ: بَطَلَ وذهبَ. ويقُال: حَبَضَ حقُه. و- فلانٌ: أَخْلَفَ ما ظُنَّ به من خير. و- بَخِلَ. ; (حَبَضَ) الشيءُ، أو السهم، أو العِرْقُ حَبضًا: حَبَضَ. ; (أَحْبَضَ) الرَّامي السّهْمَ: أَطاشَهُ. و- البئرَ: استَنْفَدَ ماءها. و- الحقُّ: أَبَطَلَهُ وأَذهَبَهُ. ; (الحُبَاضُ): الضَّعْفُ. ; (الحَبضُ): الصّوت الضَّعيف. و- بقيّة الحياة. ويقُال: ما به حبْضٌ ولا نَبْضٌ: ما به حَرَاك. ; (المِحْبَضُ): عود يسْتخَرج به العسلُ، أو يُطرد به النَّحْلُ والزنابير. و- المِنْدَفُ؛ وهو الخشبةُ يُضربُ بها، الوترُ لِنَدْفِ القطن. وَتَرُ العُود. (ج) محَايضُ.
حبط,(حَبَطَ) عَمَلُهُ: حَبْطًا، وحُبُوطًا: بَطَل. ; (حَبطَت) الدابَّة -َ حَبَطًا: انتفخ بطُنها من كثرة الأَكل أو من أكْل ما لا يوافقها. وفي الحديث: إِن ممَّا يُنبتُ الرّبيعُ ما يقتل حَبَطًا أَو يُلمّ: مثل للحريص المفرط في الجمع والمنْع. ويقال: حَبطَ البَطْنُ. و- الجِلْدُ: وَرِمَ. و- الجُرْحُ: بقيت له آثارٌ بعد البُرْءِ. و- ماءُ البئر: ذهَب ذَهابًا لا يعودُ. و- العملُ: بَطلَ. وفي التنزيل العزيز: لَئِنْ أَشْرَكْتَ لَيَحْبَطَنَّ عَمَلُكَ. ويقال: حَبطَ دَمُهُ: هَدَرَ. ; (أحْبَطَ) ماءُ البئرِ: حَبِطَ. و- عملَهُ ودَمَهُ: أبطَلهُ. وفي التنزيل العزيز: فَأَحْبَطَ اللهُ أَعْمَالَهُمْ. ; (الحُباطُ): وجع البطْن من الانتِفاخ لكثرة الأَكل، أو لأَكْل ما لا يوافق.
حبق,(حَبَقَ) فلانٌ -ِ حُباقًا: أخرَج ريح الحدَث. و- فلانًا حَبْقًا: ضَربه بأَداة كالجريد أو الحبْل أَو السوط. ; (حَبّقَ) المتاعَ: جَمَعهُ وأحكم شدّه. ; (الحَبَقُ): نبات طيب الرائحة. وحبق الماءِ. وحبق التّمساح: نَعْناع الماء النّهري. وحبق الفتى أو الفيل: المرزنجوش. و حبق البقر: البابونج. ; (الحِبقَّى): السَّير السريع. ; (الحِبقَّةُ): القصِيرُ.
حبك,(حَبَكَ) الشيء -ُ حَبْكًا: أحكمه. يقال: حَبَك الثَّوب: أجاد نَسْجه. وحَبَك الحبْلَ: شَدَّ فَتْلَهُ. وحبَك العُقدَةَ: قَوَّي عَقْدَها ووثقها. وحبَك الأَمْرَ: أحسن تدبيره. و- الثَّوبَ: ثَنَى طَرَفَه و خاطه. ; (حَبّكَ) الشيءَ: حَبَكهُ. و- الشِّعْرَ: جَعَّدَهُ. و- الثَّوبَ: نَسَجه مُخطَّطًا. و- الريحُ الرمْلَ والماءَ الساكِنَ: جعلت فيه طرائق. ; (احْتَبَكَ) الشيءَ: حَبَكَه. ; (تَحَبَّكَ): شَدَّ الحُبْكة. ; (الحِباكُ): الطريقة تُحْدثِها الرٌيحُ في الرمل والماء الساكن. و- حظيرة من قَصَب مشْدود بعضه إلى بعْض. وحِبَاكُ الثَّوب: ما ثُنِيَ وخِيط من أطرافه. وحِباكُ الحَمام: سوادُ ما فوق جَناحَيْه. (ج) حُبُك. ; (الحُبْكَةُ): الحَبْلُ يُشَدُّ به على الوَسطِ. و- من السراويل: ما فيه التَّكَّةُ. (ج) حُبَكٌ. ; (الحَبيِكَةُ): المَحبوكة. و- الطريقة في الرمل أو الماء. و- مسير النَّجْم. (ج) حُبُكٌ. وفي التنزيل العزيز: وَالسَّمَاءِ ذاتِ الحُبُكِ. ; (المَحْبُوك) يُقال: فَرَسٌ مَحْبُوكٌ: قويُّ شديد.
حبل,"(حَبَله) -ُ حَبْلاً: شَدّه بالحبْل. و- الصيْدَ: نَصَبَ له الحِبَالةَ وصاده بها. ويُقال: حَبَلَتْ فلانةُ فلانًا: أوقَعَتْهُ في شِباك حُبّها وسحرته. ; (حَبلَت) الأُنثى- حَبَلاً: حمَلت. فهي حابلَةٌ. (ج) حَبَلةٌ. وهي حُبْلَى. (ج) حَبالى. و- الزّرعُ: امتلأَت سنابَلُه حَبّاً. ويقال: حَبل فلانٌ من الشراب: امتلأ بطنه منه. ; (أحْبَله): حَبَله. و- الأُنثى: أَلقَحَها. ; (حَبَّلَ) الزرعُ غَزُرَ وتشابَك. و- الشعرَ: ضفَّره. ; (احْتَبَل) الصيْدَ: حَبَلَهُ. و يقال: احتبله الموتُ بحبائله. واحتبلت فلانةُ فلاناً: حَبَلَتْه. ; (تَحَبَّلَت) الدَّابَّةُ: نَشِبَت قوائمُها في الحبْل. و- الصيّدَ: حَبَله. ; (الأُحْبُولُ، والأُحبولة): المِصيْدة. (ج) أَحابيلُ. ; (الحَابلُ): الصائدُ بالحِبالة. وفي المثل: "" يا حابِلُ اذكُرْ حَلاً "": يضرب للتبصّر في العواقب. ويقال: "" اخْتَلَطَ الحابلُ بالنّابل "": اضطربت الأُمور. و "" ثَار الحابلُ بالنَّابل ""، و "" ثار الحابلُ على النَّابل"": يُضرب في انتشارِ الشر. ; (الحابول): حَبْلٌ يُصْعَدُ به على النَّخل. (ج) حَوَابيلُ. ; (الحِبَالَةُ): الأُحْبُول. (ج) حَبَائُل. وحبائُل الموتِ: أَسْبَابُه. ; (الحَبَّال): صَانعُ الحِبَال. و- بائعُها. (مج). (ج) حَبَّالة. ; (الحَبْلُ): ما فُتِلَ من لِيفٍ ونحوه لِيُرْبَطَ أو يُقاد به. ويقال: فلانٌ يَحْطِبُ في حبلِ فُلانٍ: يُعِينُه وتنصُرُه. وَوصَل فلان حبل فُلان: زوَّجه ابنَتَه. و- من الرَّملِ: ما طال وامتدّ كالحَبلِ. و- موقف خَيل الحَلْبة قبل أن تُطْلَق. وحبلُ الوريد: عِرْقٌ في العُنق، ويُضرَب به المثل في القرب. وفي التنزيل العزيز: وَنَحْنُ أَقْرَبُ إِليْهِ مِنْ حَبْلِ الْورِيِدِ. وحبلُ العاتِقِ: عَصَبُ بين العُنْقِ والمَنكِب. وحبلُ الذّراع: عِرْق فيها. ويقال: هو على حبل ذِراعك: ممكنٌ لك مستطاع. وحبلُ الفقَارِ: عِرْقٌ يمتدّ في الظَّهر من أوّله إلى آخره. و- العَهدُ والذَّمةُ والأَمانُ. وفي التنزيل العزيز: وَاعْتَصِمُوا بحَبْلِ اللهِ جَمِيعاً. وفي حديث مبايعة الأَنصار: إنَّ بيْننا وبيْن القوم حِبالاً ونحْن قاطعُوها. ; (الحَبْلانِ): اللّيل والنّهار. قال معروف بن ظالم: ألم تَرَ أن الدهرَ يومٌ وليلةٌ وأَنَّ الفتى يُمسي بحَبْليِه عانيا ; (الحبَل): كل ما احتواه غيره، فالوَلَد: حبَلٌ للْبطن، واللؤلؤ: حبَلٌ. للصدف. و الشراب: حَبَلٌ للزُجاجة. (ج) أحبالٌ. ; (الحَبْلَةُ): الكَرْم. و- القضيب من الكَرْم. (ج) حَبَلٌ. ; (الحُبْلَةُ): ثمرةُ فصيلةِ القَطانيات، كالفُول والعدس والفاصوليا و غيرها، وتكون ذات فِلْقتين وبضع بزرات، وهي تَتفتَّح عندما تنضج. ; (المَحْبلُ): الرَّحِمُ. و- المَهْبِلُ. (ج) مَحابِلُ. ; (المَحْبَل): المحْبلُ. و- وقْتُ الحَبَل ومدّته. (ج) مَحَابِل. ; (المُحْتَبَل)- مُحْتَبل الدابة: رُسْغُها الذي يربط فيه الحَبل."
حبن,"(حَبِنَ) -َ حَبَنًا: عَظُم بطنُه خِلْقَةً أو من داء. و- القدَمُ ونحوُها: كَثُرَ لحمُها. و- عليه امتلأَ غضبًا. فهو أَحْبَنُ، وهي حَبْنَاءُ. (ج) حُبْنٌ. ; (أَحْبَنَه) الطعامُ أَو الداءُ: جعله أَحْبَنَ. ; (الحَبْنُ): شجرة الدَّفْلَي. ; (الحَبَنُ): داء في البَطْن يَعظُم منه ويَرِمُ: ""الاستسقاء"". ; (الحِبْنُ): الدُّمَّلُ. و- القِرْدُ. (ج) حُبُون. ; (الحِبناء): من الحَمام: التي لا تبيض. (ج) حُبْن. ; (الحِبْنَةُ): الحِبْنُ. (ج) حِبنٌ. ; (الحَبين): الحَبْنُ."
حبا|حبو,(حَبَا): الصَّبيُّ -ُ حَبْواً: زحف. ويقال حبا البعير ونحوهُ: برك من الإعياء أو كان معقولاً فزحف. و- الشيء: دنا. ويقال حبا السحابُ: تراكم وقرُبَ من الأرض. وحبا السَّهم لامَسَ الأرض ثم زَحَف إلى الغَرض. وحبا فلانٌ للخمسين: دنَا منها. و - فلاناً: حِباءً، وحَبْوَةً: أعطاه. ويقال: حَبَاه العطاءَ، وحباهُ بالعطاء. ; (أَحْبَى) الرامي: وَقَعَ سَهْمُه دون الغَرَض. ; (حَاباهُ) مُحاباةً، وحِبَاءً: اختصَّهُ ومَال إِليه. و- في البيع ونحوه: سامَحَهُ. ; (احْتبَى): جلَس على أَلْيَتَيْه وضمّ فخِذَيْه وساقَيه إلى بطنه بذراعيه لِيِسْتَنِدَ. ويقال: احْتَبَى بالثَّوب: أداره على ساقَيْه وظهره وهو جالس على نحو ما سبق ليستند. ; (الحَبَا): السحابُ المتراكمُ القريبُ من الأرض. ; (الحِبَاءُ): ما يحبو به الرجُلُ صاحبه ويُكرمه به. وحِباء المرأة: مَهْرُها. (ج) أحْبِيَة. ; (الحُبَةُ): حَبَّةُ العِنَبِ. (ج) حُباً. ; (الحَبْوَةُ) (بتثليث الحاء): الاحْتِباءُ. يقال: حَلَّ فلانٌ حُبوته. و- ما يُحْتَبَى به من ثوبٍ وغيره. (ج) حُبًى(بضم الحاء أو كسرها).
حتأ,(حَتَأُ) -َ حَتْئًا: حَدّقَ بالنظر إلى الشيء وأدامَه. و- الشيءَ: أحكمهُ. يقال: حتَأَ الجدارَ: أحكم إقامَتَه. وحتأَ العُقدةَ: أوْثقَ شَدّها. وحتأ الثوبَ: خاطَهُ الخياطة الثانية. وحتأَ الكِساءَ ونحوه: فَتَلَ هُدْبَهُ. و- الحِمْلَ عن الداَّبة: حَطَّهُ عنها. ; (أَحْتَأَ) الشيء: حَتَأَهُ. ; (الحِتْءُ): ما فُتِلَ من الثوبِ. ; (الحتِئ): سَوِيقُ ثَمَر الدَّوم.
حت|حتت,(حَتَّ) الورقُ عن الشجر-ُ حَتًّا: سَقَط. و- الشيءَ: حَطَّه. و- الشجَرَ: قشرَه. ويقال: حَتَّ الله مالَهُ: أذْهَبَهُ فأفقره. و- الشيءَ عن الثَّوبِ وغيره: فَرَكَهُ وأَزالَهُ. ; (أحَتَّ) الشجَرُ: يبِسَ وسقط وَرَقه. ; (انْحَتَّ) الورق عن الشجَرِ: حَتَّ. ويقال: انْحَتّ شعرُهُ: تساقطَ. ; (تَحَاتَّ) الشيءُ: تناثرَ. و يقال: تَحاتَّت أسنانُه: تأَكَّلَتْ. و- القشَرَ. و- الورق عن الغُصن: سقطَ. ويقال: تحاتَّت الشجرةُ: تساقط ورقُها. وتحاتَّت عنه ذُنُوبه. ; (الحُتات، والحُتاتَةُ) من كل شيء: ما تناثَرَ منه. ويقال: ما في يدي منه حُتَاتَةٌ: شيء. ; (الحُتَاتُ): هُزال يُصيب الدَّابة، ويتغير معه لونُها ويضمر لحْمها ويتَساقط شَعرها. ; (الحَتُّ): السريعُ. يُقال: فرسٌ حتٌّ وظليم حَتٌّ. و- من التَّمر: ما لا يلتزق بعضُه ببعض. (ج) أَحْتَاتٌ. ويُقال: ما في يدي منه حَتٌّ: شيءٌ. وتركوهم حَتًّا بتًّا، أو حَتًّا فتًّا: أهْلكُوهم. ; (الحَتَتُ): داءٌ يُصب الشَّجر فتتحاتُّ أوراقه منه. ; (الحَتَّةُ): القشْرَة. و- القِطْعة من الشَّيء. والعامة يكسِرون الحاءَ. ; (الحَتُوتُ، والمِحْتَاتُ) من النَّخْل: ما تساقط بُسْرُهُ.
حتى,(حتَّى): حرْفٌ يكون جارًّا مثْلُ (إلى) في انتهاء الغاية نحو: حَتَّى مَطْلَعِ الفَجْرِ، وعاطفة للغاية، نحو: قدم الحُجّاج حَتَّى المشاة، ويكون للابتداء يستأْنف به ما بعده، كقول الشاعر: فواعَجَبَا حتى كليب تَسُبُّني ; وتكون بمعنى كي إذا وقعت قبل المضارع المستقبل، وفي التنزيل العزيز: وَلاَ يَزَالُونَ يُقَاتِلُونَكُمْ حَتَّى يَرُدُّوكُمْ عَنْ دِيِنكُمْ. وقد ترد بمعنى إِلاّ، كقول المُقَنَّع الكِنديّ: ليس العطاء من الفضول سماحة حتَّى تجودَ وما لديك قليلُ ; وقولهم: حَتَّامَ أَصَله حَتَّى ما، حُذِفت ألِف ما الاستفهامية تخفيفًا، ومعناه: إلى متى؟
حتحت,(حَتحَتَ) الورَق عن الشجَر: أسقطه. و- الشيءَ: بالَغَ في تجزئته. (مو). ; (تَحَتْحَتَ): مُطاوع حَتْحته.
حتد,(حَتِدَ) -َ حَتَدًا: خَلَصَ أَصَلُه. فهو حَتِدٌ. وهي حَتِدةٌ. ; (حَتَّدَه): اختاره لخلُوصه- وفضلِه. ; (الحَتُودُ) من العيونِ: التي لا ينقطع ماؤُها. (ج) حُتُدٌ. ويقال: عَيْنٌ حُتُدٌ. ; (المَحْتِدُ): الأَصْل. يُقال: إنَّه لكريم المحتِد: و- الطَّبع. يُقال: رَجع إلى مَحْتِده. (ج) محاتِد.
حتر,(حَتَرَ) فلانًا-ُ حَتْرًا: قَلَّلَ عطاءه أو طعامَه. و- له شيئًا: أعطاه قليلاً. و- أَهلَهُ: قتَّرَ عليهم وضيَّقَ- في الإنفاق أَو حَرَمَهم. و- الشيءَ: أحكمه. يقال: حَتَرَ العقدةَ: أَوثق عَقدَها. وحَتَرَ الحَبلَ: أجاد فَتلَه. وحتر الشيءَ: أحَدَّ النَّظر إِليه. و- الخِباءَ ونحوه: جعل له حِتْرًا. ; (أحْتَرَ): قَلّ خيره. و- على نفسه وأهله: ضيَّق وقتَّر. و- فلانًا: فوّت عليه طعامَه. ; (حَتَّرَ) للناس: أَعَدَّ لهم الحُتْرَة. و- الخِباءَ ونحوَه: حَتَرَهُ. ; (الحِتارُ): الإطارُ. و- من كل شيءٍ: طَرَفُه وحَرْفُه. وحِتارُ الظُّفر: ما يُحيط به منَ اللَّحْم. ; (الحِتْرُ): الشيء القليل. و- العطيَّة اليسيرة. و- ما يُوصل بأَسفل الخِباءِ ونحوه إذا ارتفع عن الأرض أَو تقلَّص. ; (الحُتِرَة): الحِترُ. و- طعام يُقدّم للناس عند بناء البيت. ; (الحتيرة): الحثيرة. (انظر: حثر).
حتف,(الحَتْفُ): الهلاكُ. ويُقال: ماتَ فلانٌ حَتْفَ أنْفِه، وحتفَ أَنفَيْه: ماتَ على فراشه بلا ضَرْبٍ ولا قَتْل. وقد يُقال: مات حتْفَ فِيهِ ؛ وذلك أَنَّ العرَبَ كانت تتخيّل أَن المرءَ إذا قُتل خرج روحه من مَقْتَلِه، فإذا مات بلا قَتْل فَقَد خرَج روحه من أنفه أو من فيه. (ج) حُتوف. قال قَطرِيّ: فإن أَمُت حَتَّفَ أَنفِي لا أَمُتْ كمَدًا على الطِّعان وقَصْرُ العاجز الكَمَدُ ; ويقال: حَيَّةٌ حَتْفَةٌ: مُهْلِكة. قال أميّة بن أبي الصّلتِ: والحَيَّةُ الحتْفَة الرَّقْشَاءُ أخرجها من بيتها أَمنَاتُ الله والكلمُ
حتفل,(الحُتْفُل): بقيَّةُ المَرَق. و- حُتَات اللَّحم في أسفل القِدْرِ. ويقال: فُلانٌ من الحُتْفُل: من سَفِلَة الناس.
حتك,(حَتَكَ) -ِ حَتَكَانًا: قاربَ خَطْوَه في سُرعة. و- على وجْه كذا: توَجّهَ إليه. و- الطائرُ الحصَى والرمْلَ بجناحَيْه، حَتْكًا: فحَصه وحفَرَه. و- الرجلُ الشيءَ: بحَث فيه. ; (تَحَتَّك) في مَشْيه: حَتَكَ. ; (الحَوْتَك): القَصير الضَّاوي.
حتم,(حَتَمَ) بكذا -ِ حَتْمًا: قَضَى وحَكم. و- الأَمرَ: أَحْكَمَه. و- عليه الأُمرَ: أَوْجَبَه. فهو حَتْمٌ. (ج) حُتُومٌ. ; (أَحْتَمَ) من طعامِه: أَبْقَى الحُتَامَة. ; (انْحَتَمَ) الأمرُ: وجب وُجُوبًا لا يُمكِن إسقاطه. ; (تَحَتَّمَ) الأمرُ: انْحتم. و- فلانٌ: أكلَ الحُتَامَة. و- الأَمْرَ: جعَله حَتْمًا. ; (الحاتِمُ): القاضي. و- الغراب ؛ لزعْمِهم أنه يَقضي بالفراق إذا نَعَب. قال المرقش: ولقد غدوت وكنت لا أَغدو على واقٍ وحاتم ; (الحُتَامَةُ): ما بَقيَ من الطَّعام على المائدة. و- ما سَقَط منه حين الأَكل من فُتَات ونحوه. ; (الحَتْمُ): القضاءُ. وفي التنزيل العزيز: كَان على رَبِّكَ حَتْمًا مَقْضِيًّا (ج) حُتُوم. وقال أميةُ بنُ أَبي الصلت: عبادك يُخْطِئون وَأَنتَ رَبُّ بكفّيك المنايا والحُتُومُ ; و- الخالصُ النقيّ. ويقال: هو الأَخ الحَتْم. ; (الحَتْمَةُ) يقال: قارورة حَتَمَةٌ: مفتَّنةٌ. ; (الحَتْميّة)- حَتْمِيَّة الأمر: كونه واجبًا لا مفرَّ منه. (مو).
حتن,(حَتِنَت) السِّهامُ-َ حَتَنًا: تتابعت متساوية في الإصابة. و- الحرُّ: اشتدَّ واستمرَّ. و- اليومُ: استوى أوّله وآخره في الحرِّ. فهو حاتِن. ; (أَحْتَنَ) في رَمْيه: وقعت سِهامُه في موضع واحد. ; (حاتَنَ) فلانٌ فلانًا: ساواه. ; (احتتَنَ) الشيءُ: استوى لا يُخالف بعضُه بعضًا. ; (تَحاتَنت) الرياحُ: تتابعت. و- الأشياءُ: تتابعت في تساوٍ. يقال: تحاتنت السهامُ، وتحاتنت الدُّموع. و- القوم: تبارَوْا في الرمي ونحوه فتساوَوْا. ; (الحاتِنُ): المماثل والمُساوي. ; (الحِتْنُ): المِثلُ والقِرْنُ. (ج) أحْتَانٌ. ; (الحَتْنَى): المتَساوون والمتَشابهون. و يُقال: وقعت النَّبْل حَتْنَى: متساوية.
حتا|حتو,(حَتَا) -ُ حَتْواً: عَدَا عدواً شديدًا. و- الثوبَ: خاطَه فأَحكمهُ. و- هُدْبَ الكِساء: كفَّفَه مُلْصَقاً به. ; (حَتَى) الثوبَ وهُدْبَ الكِساء- حَتْيًا: حتاه. و- الشرابَ: أَكثَرَ من شُرْبِه. فهو حاتٍ. ; (أَحْتَى) الثوبَ وهُدْبَ الكِساء: حَتَاهُ. فهو مُحْتًى. ويقال: فَرَسٌ مُحْتَاةُ الحلقِ: مُوَثَّقَتُه. ; (الحَاتي): الكثير الشُّرْب. ; (الحَتِيُّ): ما حُتَّ من الدَّوْم. و- سَويقُ الدّوْمِ- ثُفْلُ التَّمرِ وقُشُورُه. قال الهذلي: لا دَرَّ دَرَّيَ إن أطعمْتُ نازِلَهم قِرْفَ الحَتِيِّ وعِندي البُرّ مَكْنوزُ
حث|حثث,(حثَّه) -ُ حَثًّا: أعْجَله إعجالاً متَّصلاً. و- على الشيءِ: حَضَّه. ; (أَحثَّهُ) عليه: حثَّه. ; (حَيَّثَ) فلانٌ: غَلَبَه النَّوم بسرعةٍ. و- فُلاَنًا على الشيءِ: حَثَّهُ. ; (احْتَثَّه): حَثَّه. ; (تَحَاثَّ) القومُ على الشيءِ: تحاضُّوا عليه. ; (اسْتَحَثَّهُ): حَثَّه. ; (الحَثَاثُ) (بفتح الحاء وكسرها): النَّوم الخفيف يُسْرِع إلى العَيْن. ; (الحِثَاثَة): الحَرُّ والخُشُونة يجدهما الإنسان في عينيه. ; (الحُثُّ): المَدْقُوق من كلّ شيءٍ. و- حُطَامُ التَّبْن. و- الرَّمْلُ الغليظُ اليابسُ الخَشِن. و- الخُبْزُ القَفَارُ. ويقال: سَوِيقٌ حُثٌّ: غير دقيق الطَّحْن، أو غيرُ مَلْتُوتٍ. ; (الحِثِّيثَى): الحَثُّ. ; (الحَثُوثُ): الحَثِيثُ. و يقال: رجُلٌ حَثُوثٌ: جادُّ سريعٌ في أَمره. ; (الحَثِيثُ): السريعُ الجادُّ في أمره. وفي التنزيل العزيز: يُغْشِي اللَّيْلَ النَّهَارَ يَطْلُبُهُ حَثِيثًا. ويقال: وَلَّى حَثِيثًا: مُسْرِعاً حريصاً. (ج) حِثَاثٌ. ; (المَحَثَّةُ) يُقال: فرسٌ جَوَادُ المَحَثَّةِ: إِذا حُثَّ تابَعَ الجَرْيَ ووالاهُ.
حثحث,(حثحث) البرقُ: اضطرب. و- الشيءَ والأمر: ‏ حرَّكه. و- فلانا على الشيء: ‏ حضه عليه وندبه إليه. ; (الحَثحاث) يقال: ‏ حية حثحاث: ‏ ذات حركة دائبة. وسَير حثحاث: ‏ سريع لا فتور فيه. و- النوم السريع. ; (الحُثحوث): ‏ الحّث. و- السريع في تناول الأمور. ويقال كتيبة حُثحوث.
حثر,(حَثِرَ) -َ حَثَراً: غَلُظَ وتحبَّبَ. يقال: حَثِرَ الجِلدُ، وحَثِرَ الدواءُ، وحَثِرَ العَسلُ. ويقال: حَثِرَت العينُ: رَمِدَتْ فَغَلُظت وتَوَلّدَ في أجفانِها حَبٌّ أَحمر. و- الدقيقُ: بُلَّ فتَحَبَّبَ وتناثر. ويقال: حَثِر اللسانُ: لم يجد طَعمَ المذاق، ويقال: حَثِرت أُذنُه: لم تَسْمع جيداً، وحَثِر فؤادُه: لم يع شيْئًا، فهو حَثِر، وهي (بتاء)، وهو أحثرُ، وهي حثراءُ. ; (أَحْثَرَ) النخلُ: كان ثَمرُه كالحثَرات قبل أن يصير بَلَحاً. ; (حَثَّرَ) الدواءَ: حَبَّبَه. ; (الحَثَرُ): خُشونةً في العين من رَمَد ونحوه. و- نَوْرُ العِنَبِ. و- حَبُّ العُنقود إِذا تَبَيَّن. ; (الحَثَرَة): حَبَّة العُنقود أَوَّل ما تظهر. و- انسلاق العين. ; (الحَثِيرَةُ): الطعامُ يُصنع عند الفراغ من البُنيان. ; (المُحَثَّرُ): يقال: رجُلٌ مُحَثَّرُ الأنْفِ: ضخمه.
حثرب,(حَثْرَبَ) الماءُ: كَدِرَ. ويقال: حَثْربَت البئرُ. ; (الحُثْرُبُ): الماءُ الكدِرُ. و- الوَضَرُ يبقَى في أسفل القِدْر.
حثرف,(الحَثْرفَةُ): الخُشونةُ والحُمْرَةُ تكون في العِين.
حثرم,(حَثْرمَتَ) الشَّفَة: غَلُظَتْ.. ; (الحُثَارِمُ): غَليظُ الحِثْرِمَة. ; (الحِثْرِمَةُ): الدائرة تحت الأنف وسط الشفة العُليا. و- طرف الأَنْف.
حثفر,(الحَثَافِيرُ): حَثافِيرُ الشيءِ: حَذَافِيرُه. يقال: أخذهُ بحثافيره: بمجموعه. ; (الحُثْفُرُ): ثُفْلُ الدُّهْن وغيرِه. و- السَّقَطُ، والرُّذال. (ج) حَثافر. ; (الحَثْفَرةُ): خثورَةٌ وقَذّى يبقى في أَسفلِ الإناء.
حثل,(حَثِلَ) -َ حَثَلاً: ساءَت حالُه. ; (أَحْثَلَهُ): أساءَ إليه. يقال: أَحْثَلَتِ الأٌمُّ وَلدَها: أساءَت رضاعهُ. وأحْثَلَ الله فُلانًا: أساءَ حالَهُ. ; (الحُثَالَهُ): الرّديءُ من كلّ شيءٍ. و- النُّفَايةُ من الحَبُّ والتَّمر ونحوهما. و- من الناس: رُذَالُهم و شِرارُهم. ; (الحَثْلُ): سُوءُ الحال وسوءُ الرضاعِ. ; (الحِثْلُ): الهَزِيُل الضّئِيلُ. ; (الحِثْلَةُ): الماءُ القليل في الحَوْض.
