word,definition
دَلالَةُ التَّضَمُّنِ,تَفْسِيرُ اللَّفْظِ بِبَعْضِ مَدْلُولِهِ أو بِجُزْءِ مَعْناهُ.
حجم القطعة النصية,. .عدد األحرف في قطعة من النص
ينسلون,يخرجون [لغة]
إِنْزَالُ القُرْآنِ,إِنزالُ اللهِ تعالى القُرْآنَ إِلَى السَّمَاءِ الدُّنْيَا جُمْلَةً وَاحِدَةً، ثُمَّ إِنزالُه إِلَى مُحَمَّدٍ صَلّى اللهُ عَلَيْهِ وَسَلَّمَ عَنْ طَرِيقِ جِبْرِيلَ عَلَيْهِ السَّلاَمُ بَعْدَمَا يَسْمَعُهُ مِنَ اللهِ.
حَيزٌِّ/خَانَةٌ,يُشــر إلى مَوقِــعٍ في التَركيــب. [لغة]
الكره,يعبر عن العداوة. السياق: الفِقْهُ والثَّقَافَةُ الْإِسْلَامِيَّةُ
المتعلِّمــن لغــةً ثانيــةً,الإنجلزيــةُ التي يتعلَّمها الأفراد كنمط ثاني من التواصل، في [لغة]
الستقبل,مصدر مشتق من الفعل قبّل، يشير إلى الإقبال على الشيء برغبة [لغة].
تسلسلية,تصف نوع من الوصول إلى المعلومات يتطلب استعراض البيانات من البداية إلى النهاية. [تقنية معلومات]
نظريَّة المَوسوميَّة,نظرية تفترض أن هناك سمات بارزة في اللغة تساهم في تفسر الأخطاء اللغوية، وهي مصطلح يستخدم في الدراسات اللغوية.
اللغات الإغريقية,مصطلح يُستعمل في اللسانيات للدلالة على فرع من أسرة اللغات الهندية الأوروبية، وتضم اليونانية والسنسكريتية ولغات أخرى قريبة منها. [لغويات]
الهاوية,مأوى أو مكان يُعتبر سُفليًا أو خطرًا [لغة]
عودة الخطأ,ظاهرة في اللغة المرحلية لمتعلمي اللغات الأجنبية تشير إلى تكرار الأخطاء اللغوية بعد أن يظن المتعلم أنه قد تجاوزها وأتقن استخدامها. [لغة]
الدواوين,تستخدم في السياق الفقهي للإشارة إلى أنواع من المدونات [فقه]
التسع الثالث,رقم تسع يُشير إلى مجموعة من الآيات القرآنية في سورة الأنعام، المجال: [فقه]
معادلة الحرية,وصف رياضي لمجموعات معينة من التفاعلات في مختلف السياقات الرياضية، تتضمن الحرية في اختيار المتغيرات.
تنغستين,عنصر كيميائي فلزي يستخدم في التطبيقات الكهربائية وله خصائص فريدة مثل نقطة الانصهار العالية [الكيمياء]
شهادة الحسبة,تتعلق بالشهادة التي يؤديها المحتسب أمام القاضي، مثل شهادة المحتسب عن إفطار شخص في رمضان عمداً دون سبب. [فقه]
الواسطة,هي العنصر الذي يتم من خلاله الوصول إلى شيء ما. [لغة]
مبرهانات النقطة الثابتة,نظريات رياضية تحدد خصائص النقاط الثابتة في الفضاءات المختلفة؛ تستخدم في [التحليل الرياضي].
رِحْلَةٌ مَيْدَانِيَةٌ,تعليميـــة، بمـــا في ذلـــك تعليـــمُ اللغـــة؛ حيـــث يَكتَسِـــب الطـــابُ كلمـــاتٍ وعبـــاراتٍ مَقرونَـــةً بمعانيها ومجـــالاتِ استِعمالاتها. [لغة]
تجلي الله,ظهور الله في صورة معينة أو كائن إلهي غير مرئي، كما ورد في النصوص الدينية. [التوحيد]
مذيبات,مواد كيميائية تستخدم لحل أو تخفيف مواد أخرى، غالباً تكون سائلة، وتستخدم في تفاعلات التحضير والتصنيع [الكيمياء العضوية]
سارين,مركب فسفوري عضوي سائل عديم اللون والرائحة، يعتبر من عوامل الحرب الكيميائية، يشل الحركة ويؤثر على الجملة العصبية. [الكيمياء العضوية]
إقرار,تصريح رسمي بموافقة أو اعتراف بشيء معين، ويستخدم في السياقات القانونية والشخصية.
خرقة,قطعة أو جزء من شيء ممزق أو مقطع [لغة]
كلماتٌ مسجوعَةٌ,كلمات تتشابه في الوزن الصوتي وتُستخدم بشكل فني في الكتابة الشعرية أو الأدبية. [لغة]
التَّحَوُّلُ من لُغَةِ البَيْتِ إلى لُغَةِ المَدْرَسَةِ,حالة لغوية اجتماعية تصف حاجة الطفل إلى التحول من لغة المنزل إلى لغة المدرسة، [لغة].
تعديل تعامدي مطالي,هو تقنية تعديل تماثلي ورقمي في آن واحد. وهو يرسل إشارتين تماثليتين أو دفقتيْ بتات رقمية بتعديل مطالي لموجتين حاملتين باستعمال التقطيع المطالي أو التعديل المطالي. الموجتان الحاملتان هما موجتان جيبيتان عادة ويكون بينهما فرق طور قدره 4 درجة ولذلك تسميان بالحاملين المتعامدين أو بالمكونين المتعامدين. [علوم الحاسوب]
خلية ولسليبه,هي جهاز ميكانيكي يُستخدم مقارنة وتقديم صورة هندسية، ويعتبر جزءًا من [الهندسة].
فتح الباري,كتاب يشرح الحديث النبوي ويستعرض الشروح والآراء، ينتمي إلى مجال الحديث والفقه [فقهي]
المرجع,هو المصدر أو الكتاب الذي يُستند إليه في نقل الأحكام أو المعلومات. [فقه]
الزنا,الفعل المحرم ويعتبر متعلق النهي عند البعض. [فقه]
التوحيد,معتقد ديني يركز على وحدانية الله، ويُعتبر أحد أركان الإيمان في الإسلام.
مذهب في الترجمة الأدبية,مذهب يستخدم في ترجمة النصوص الأدبية مع الالتزام باتساق الكلمات والعبارات. [لغة]
دالة,مفهوم رياضي يمثل علاقة تربط بين مجموعة من القيم المدخلة والقيم الناتجة [رياضيات]
احتمال,فرصة أو إمكانية وقوع شيء معين [رياضيات]
العرافة,ممارسة معرفة الغيب من خلال رموز أو إشارات معينة أو بالاستعانة بأرواح الموتى. [العقيدة الإسلامية]
الضمير,خاصية يصدر بها الإنسان أحكاما مباشرة على القيم الأخلاقية لأعمال معينة، وقد اعتبره الفلاسفة قوة فطرية يميز بها الإنسان بين الخير والشر [الأخلاق]
الثلاثي الْمُجَرّد,هو الفعل الذي يتكون من جذر ثلاثي دون زيادة، يستخدم في اللغة العربية كأحد أشكال بناء الأفعال [لغة]
ألف,حرف من حروف اللغة العربية يُستخدم كشكل من أشكال التنوين أو ليدل على التأنيث [لغة]
أنس,الشعور بالراحة والطمأنينة [لغة]
إِقْراضٌ,دَفْعُ المالِ إِرْفاقًا لِمَنْ يَنْتَفِعُ بِهِ، ثُمّ يَرُدُّ بَدَلَهُ.
المعيار,مصطلحٌ في تعليم اللغات، يُطلق على نوعٍ من الأهداف السلوكية المعيارية التي تشير إلى الأداء اللغوي المقبول من متعلم اللغة. [لغة]
سِكَّةٌ,حَدِيدَةٌ مَنْقُوشَةٌ تُطْبَعُ بِها الدَّراهِمُ والدَّنانِيرُ.
صفر,عدد يعبر عن عدم الكمية، ويكون له تأثير خاص في العمليات الرياضية حيث يمثل عنصرًا محايدًا في جمع الأعداد [رياضيات]
تنوين التنكير,تنوين يدل على أن مدخوله غير معين نحو صه أي إسكت سكوتًا ما في وقت ما. [لغة]
إعْانٌ,إجراءات تهدف إلى تسهيل التواصل وإيصال المعلومات [لغة]
سيلولوز,بوليمر طبيعي يتكون من سلاسل طويلة من الجلوكوز، يعد المكون الرئيسي لكل النسج والألياف النباتية [الكيمياء العضوية]
تفاعل نووي متسلسل,عملية تحدث فيها انشطار نووي ينتج عنه انطلاق طاقة وتحرر نيوترونات تلهب تفاعلات أخرى [الفيزياء النووية]
السيد,الرئيس أو المتفوق، يُستخدم للإشارة إلى الشخص صاحب النفوذ أو الشأن [فقه]
ثلثان,الجزء الذي يمثل 66.67% من الكل [لغة]
عَجْفاءُ,الهَزِيلَةُ مِنْ بَهِيمَةِ الأَنْعامِ التي لا مُخَّ فِي عِظامِهَا.
طارق,كوكب الصبح [لغة]
خواص الدارة المفتوحة,مصطلح يخصّ المنحني البياني الذي نحصل عليه برسم القوة المحركة الكهربائية التي يولدها مولد كهربائي [هندسة كهربائية]
القِرَاءَاتُ السَّبْعُ,القِرَاءَاتُ المُتَوَاتِرَةُ المَنْسُوبَةُ إِلَى الأَئِمَّةِ السَّبْعَةِ المَشْهُورِينَ.
المثلث,شكل هندسي يتكون من ثلاثة جوانب وثلاث زوايا، ويستخدم بشكل واسع في [الهندسة].
منطقة بريلوان,مجال في فضاء الشبيكة العكسية يحوي حلولاً معينة لنظام فيزيائي، يتعلق في فيزياء المواد المكثفة.
المصالح,المنافع أو الفوائد التي تسعى لتحقيقها [فقه]
نظرية ديباي - هكل,نظرية في الكيمياء الفيزيائية تفسر تباعد سلوك المحاليل الكهرلية عن سلوك المحاليل المثالية، بالإشارة إلى القوى الكهربائية الساكنة المؤثرة بين أيونات المحلول.
القيام,اسم يدل على الاستقامة والثبات، ويستخدم في السياق الديني ليشير إلى القيام بالعبادات والواجبات. [دين]
النداء,إعلام الآخر بطلب أو لتحصيل انتباهه، ويُستخدم في سياقات مختلفة للتواصل. [لغة]
حَجْرٌ,مَنْعُ الإِنْسانِ مِن التَّصَرُّفِ في مالِهِ لِسَبَبٍ.
معادلة من الدرجة الخامسة,معادلة تتضمن تربيع أو تكعيب أو درجات أعلى من المتغيرات، تستخدم في [الجبر]
الذوق,القدرة على تمييز الجمال والحق في التجارب الروحية والفكرية [فلسفة]
التَّعَلُّمُ التَّعَاوُنِيِّ,أسلوب تدريسي حيث يقسم المعلم الطلاب إلى مجموعات صغيرة لتعزيز التعلم الجماعي [تعليم].
الصدقة,الصدقة هي المال أو العطايا التي تُقدم للفقراء والمحتاجين، وتعد من أعمال الخير في الإسلام [دين].
Q-function,دالة في التعلم المعزز تحدد قيمة عمل معين في حالة معينة. تستخدم لتقييم جودة الإجراء المتخذ في تلك الحالة.
المسيح,هو النبي عيسى بن مريم، يُعتبر في الإسلام رسولًا من الله، ويُؤمن به أتباع النصرانية كالإله المُخلص. [عقيدة]
المعرفة,اللفظ الذي يدل على شيء معين، ويكون مشمولًا لأل واللام [لغة]
توراة,تشير إلى الكتاب المقدس اليهودي الذي يتكون من خمسة أسفار، وتعتبر القوانين والأحكام الأساسية التي نظمت حياة اليهود [دين].
المعايير الكتابية,تشير إلى المعايير التي يجب أن يُعتمد عليها في الكتابة، يستخدم في سياق التعليم أو اللغويات.
حَلَقَةُ خَوَارِجِ القِسْمة,نموذج رياضي يستخدم للدلالة على مجموعة الأعداد التي يتم الحصول عليها من حلقة عن طريق تقسيمها. [الجبر]
العمَليــاتُ التَّصَاعُدِيَّةُ,إحدى العمليات العقلية المعرفية التي ينتهجها المتعلم في معالجته للمعلومات التي تواجهه في العملية التعليمية، خاصةً في القراءة السرية الهادفة لفهم المقروء. [تعليم]
مُسَاكَنَةٌ,اتِّفَاقُ طَرَفَيْنِ أَوْ أَكْثَرَ عَلَى أَنْ يَشْتَرِكُوا جَمِيعًا فِي العَيْشِ بِمَحَلِّ إقَامَةِ وَاحِدٍ.
التَّجْدِيدِيَّةُ,تشير إلى الحركة أو الاتجاه نحو التجديد والتحديث في الفلسفة أو الفن [فلسفة]
إغزاء,تَجْهِيزُ المُجَاهِدِ وَإِرْسَالُهُ لِقِتَالِ العَدُوِّ بِالمَالِ وَالسِّلاَحِ وَنَحْوِ ذَلِكَ.
تَرْجَمَةٌ مُوَسَّعَةٌ,تشير إلى ترجمة تتضمن معلومات إضافية أو شروح، تستخدم في مجال [لغة]
باطنية,العمل أو الفكرة التي تُخفي المعاني الحقيقية للأمور [دين/فلسفة]
الشركة,التعاون أو المشاركة بين شخصين أو أكثر في مشروع أو عمل معين، وقد يُشير في الفقه إلى نوع من الاتفاقات المالية [فقه]
الدرفلة,عملية لتشكيل المعادن عن طريق تمريرها بين أسطوانتين لتقليل سمكها أو تغيير شكلها، هي تقنية شائعة في صناعة الحديد والصلب، ضمن مجال [ميكانيكا المواد].
الناووسية,فرقة من الشيعة أتباع رجل يقال له ناووس، ويدعون أن الصادق حي بعد ولن يموت حتى يظهر، وهو القائم المهدي. [الفرق والمذاهب]
تهيئة,إعداد وتجهيز شيء ليصبح صالحاً للاستخدام [لغة]
مِلَفٌّ نَصِّيٌّ,مصطلحٌ لغــويٌّ حاســوبيٌّ، يَعــي التَّمثيــلَ المَكتــوبٍ بلغــةٍ طبيعيــة. [لغة]
شعفة,الجزء الأعلى من الشيء أو ما يرتفع عنه [لغة]
ولاء,علاقة قانونية تربط بين المعتق وعتيقه بعد تحريره [فقه]
عِلْمُ الصَّرْفِ التَّصْرِيفِي,دراسة القواعد النحوية التي تحدد كيفية تشكيل الكلمات من حيث الزمان والمكان. [لغة]
الذاكرة الإجرائية,هي نوع من الذاكرة التي تتعلق بالمهارات والإجراءات، مثل قيادة السيارة، وتعتبر نوعاً من الذاكرة طويلة الأمد [علم نفس]
الشعوذات,ممارسات تتضمن السحر أو الخرافات [دين]
تصور,إدراك أو مفهوم الشيء في الذهن في سياق الفلسفة أو علم الكلام [فلسفة]
مُعادَلَةٌ عَدَدِيَّة,معادلة تتعامل مع الأعداد في [الجبر]، تُستخدم في حل المعادلات العددية.
من الْجبَال جدد,أَي ذُو خطط وطرائق [لغة]
الدَّارقُطني,أبو الحسن علي بن عمر بن أحمد بن مهدي البغدادي المقرئ المحدث الإمام الحافظ المجود شيخ الإسلام، من أهل محلة دار القطن ببغداد، ولد عام 306،كان من بحور العلم ومن أئمة الدنيا، وانتهى إليه الحفظ ومعرفة علل الحديث ورجاله، مع التقدم في القراءات وطرقها، وقوة المشاركة في الفقه، والاختلاف والمغازي وأيام الناس، وغير ذلك، وهو أول من صنف القراءات، وعقد لها أبوابا قبل فرش الحروف، توفي عام 385.
ثنائي,نظام يعتمد على رقمين فقط، مثل 0 و 1، [أنظمة العد]
ابتهاج,حالة من الفرح والسرور الناتجة عن الإدراك أو التجربة الإيجابية [علم النفس]
ارتياب القياس,هو عدم اليقين أو الشك المرتبط بالقياسات أو القيم المستخلصة منها، ويُستخدم في مجالات القياسات المختلفة مثل [الميترولوجيا العلمية].
السالك,لفظ يُستخدم في التصوف للدلالة على الشخص الذي يتقدم في المقامات الروحية بحاله دون الاعتماد على العلم.
القواعد,المبادئ الأساسية التي تحدد كيفية إجراء شيء أو ما يُعتمد عليه في اتخاذ القرارات [لغة]
المعقول,ما يمكن إدراكه بالعقل [فلسفة]
المشروعية,توافق الفعل مع القوانين الشرعية [فقه]
فسيولوجية السمع,مجال يدرس العمليات والمراحل التي تتم بها استقبال ومعالجة الصوت في الأذن. [طب]
الكاهن,هُوَ الَّذِي يخبر عَن الكوائن فِي مُسْتَقْبل الزَّمَان وَيَدعِي معرفَة الْأَسْرَار والاطلاع على المغيبات سَوَاء كَانَ بِلَا وَاسِطَة أَو بِوَاسِطَة القاء الْجِنّ. [فقهي]
الآزوت المتاح,شكل متاح من عنصر الأزوت يمكن استخدامه بواسطة الكائنات الحية مثل النباتات والحيوانات [الكيمياء الحيوية]
الانحراف الأعظم,الفرق الأقصى بين قيمة معينة ومتوسط القيم المقاسة، يعتبر مقياساً للدقة في النتائج [فيزياء إحصائية]
الجنة,موطن النعيم الدائم للمسلمين الذين آمنوا وعملوا الصالحات في الآخرة [العقيدة]
تفصيل المسألة,إيضاح الحالة أو الموضوع وتقسيمه إلى أقسام مختلفة، يستخدم في مجال الفقه.
كيمياء,علم دراسة المواد وتغيراتها وتركيباتها وخصائصها [علم طبيعي]
دراسات التَّرَّْجَمَةِ,بحوث تتناول النظرية والتطبيق في مجال الترجمة وتشمل تحليل النصوص وترجمتها [لغة]
المصوتة,هِيَ الْحُرُوف الَّتِي تسمى فِي الْعَرَبيَّة حُرُوف الْمَدّ - واللين - وَهِي الْألف - وَالْوَاو - وَالْيَاء - إِذا كَانَت مُتَوَلّدَة من إشباع مَا قبلهَا من الحركات المتجانسة. [لغة]
البعض,جزء أو شريحة من شيء معين [لغة]
نقطة حرجة,النقطة على مخطط طوري لمادة نقية التي توافق حالتها الحرجة في الكيمياء الفيزيائية.
إنكار المعاد,إنكار المعاد هو عدم الاعتراف بوجود يوم القيامة والبعث بعد الموت، ويعتبر في سياق [الإيمان].
تَرْجَمَةٌ بالرُّسُومِ التَّوْضِيحِيَّةِ,طريقــةٌ في التَرجَمــة علــى مســتوَى الكلمــة، يُلجــأ إليــها حــين تــدلُّ الكلمــةُ علــى شيءٍ عَيْــيِ مُعــادِلَ لــه في اللغــة الهــدَف. [لغة]
الإحصار,منع الحاج أو المعتمر من مواصلة مناسك الحج أو العمرة، مما يتيح له التحلل من الإحرام تحت ظروف معينة [فقه].
رادار بضغط النبضة,نظام راداري يجري فيه تعديل الإشارة المرسلة لتقليل استطاعة القمة التي يجب أن يتعامل بها مرسل الرادار [هندسة كهربائية]
شرط اسمًا لا حكمًا,هو ما يقتصر الحكم على وجوده ولا يوجد عند وجوده [فقه]
العلوم,تشير إلى المعرفة والبحث في مجالات محددة، مثل العلوم الطبيعية أو الأدبية أو الاجتماعية، حيث تُدرس الظواهر والأفكار بشكل منهجي. [علم]
الفرائد,جمع الفريدة وَهِي الدرة الْكَبِيرَة. [فقه]
مصادر تصميم الدروس,مصادر تشير إلى كل ما يمكن للمعلم الرجوع إليه عند تصميم الدروس، وتتضمن أدلة المنهج والمراجع التعليمية.
الخبر,لغة بمعنى العلم، والخبير في أسماء الله تعالى بمعنى العليم، ولهذا سمي الامتحان الموصل به إلى العلم اختبارا بمقتضى معناه اللغوي أن يقع على الصدق خاصة ليحصل به معناه وهو العلم [لغة]
زيد بن ثابت الأنصاري  -رضي الله عنه-,زيد بن ثابت بن الضحاك الأنصاري الخزرجي، أبو خارجة: صحابي، من أكابرهم ، كان كاتب الوحي. ولد في المدينة عام /11 ق هـ، ونشأ بمكة، وقتل أبوه وهو ابن ست سنين. وهاجر مع النبي صلّى الله عليه وسلم وهو ابن 11 سنة، وتعلم وتفقه في الدين، فكان رأسا بالمدينة في القضاء والفتوى والقراءة والفرائض ، توفي عام/ 45 هـ ، قال أبو هريرة: اليوم مات حبر هذه الأمة وعسى الله أن يجعل في ابن عباس منه خلفا.
قابل للعبور,صفة لشبكة تكون سلسلة أويلر [نظرية الرسوم البيانية]
ترمیون,إلكترون أو أيون يتم انبعاثه بفعل الحرارة، ويستخدم في التطبيقات المتعلقة بالفيزياء الحديثة.
الايتلاف,في علم البديع، يدل على مراعاة النظير وتوازن العناصر في الكلام [لغوي]
جسر مواسعات,جهاز يستخدم لقياس المواسعة ومقارنة المواسعات المختلفة في الدارات الإلكترونية [فيزياء كهربائية]
بائع,الشخص الذي يبيع شيئًا ما [لغة]
اللقب,مصطلح يشير إلى اسم يُعطى للشخص أو الشيء بغرض التخصيص، ويستخدم في الحديث النبوي.
الصيغة,الصيغة هي الشكل أو التركيب الذي يتبع في بناء الكلمة أو العبارة [لغة].
صَوَائِتُ رَئيَسةٌ,هي صوائتٌ مِعياريَّةٌ يحددها عالِم الأصــوات البريطــاني دانيــل جونز، وتُستخدم لوَصــف الصوائــتِ في أي لغــةٍ من لغــات العالَــم [لغة]
التَّابِع,من رَأى الصحابي ولقيه، ولا يشترط أن يكون قد ولد في زمن النبي [فقه]
حَقيقة,الواقع الذي يتطلب تعبيرًا صادقًا عن الوجود أو ما يعتقد به.
شجرة قرارات,هي نمذجة تفرعية تُستخدم في اتخاذ القرارات، حيث تمثل النتائج الممكنة لكل قرار. [التعلم الآلي]
علم الأصوات الفسيولوجي,فرع من علم الأصوات يهتم بدراسة النظام الصوتي وأجهزة النطق في الإنسان. [لغة]
الطباعة البصرية ثلاثية الأبعاد,تقنية إنتاج تعتمد على نفث قطرات صغيرة من مادة أكريليكية قابلة للمعالجة بالأشعة فوق البنفسجية، مما يتيح تشكيل العناصر البصرية بسلاسة دون الحاجة لعمليات تلميع أو صقل لاحقة [الميكانيكا التطبيقية]
فناؤ المصر,الموضع المعد لمصالح المصر، وهو متصل بالمصر. [فقه]
وثائق شرعية,مستندات قانونية تُعتبر مرجعية في الشريعة الإسلامية، تحدد الحقوق والواجبات في مجالات متعددة مثل الزواج والحضانة.
ضَجْنَان,مَوْضِعٌ قُرْبَ عُسْفَانَ فِي شَمالَ مَكَّةَ.
عُنْصُر شامل,عنصر من جبر بول يحوي كل عنصر من الجبر [الجبر]
فلاسفة,هم الأفراد الذين يدرسون ويبحثون في المسائل الفلسفية ويتناولون موضوعات الوجود والمعرفة [فلسفة]
الموازنة,الوسيلة التي يتم من خلالها مقارنة بين أمرين أو أكثر مثل الأفعال والأقوال [لغوي]
الأَزْحَامُ,الأقرباء من الرجال، والنساء المحارم، وغير المحارم. مثال المحارم: الأم، والأخت، ومثال غير المحارم: ابنة العم، وابنة الخال. ومن أمثلته وجوب بر الأرحام، وصلةـم. [فقه]
الاقتضاب,هو انتقالي من كلام إلى كلام من غير رعاية مناسبة بينهما [بلاغة]
نظرية المجموعات البديهية,تعرف المجموعات التي يتم قبولها بدون برهان، وتعتبر مدخلًا لفهم المجموعات بشكل شامل [نظرية المجموعات]
واقع,الحقيقة الملموسة التي تحكم تصرفات الأفراد وتقريرية وجود الأشياء، ويعبر عنها بالمعلومات والمعطيات المدروسة.
السند,الوسيلة التي تُثبت صلة الحديث. ويستخدم في السياق اللغوي.
الضَرُورَة الأزلية,هي أخص مطلقًا من الضَّرُورَة الْمُطلقَة، وتعرف بأنها ضَرُورَة ذاتية ترفع الحاجة إلى وجود موضوع معين في جميع الأوقات، ويكون ذلك عندما لا يكون وجود الموضوع ضَرُورِيًّا، وهي تستخدم في سياق الفلسفة [فلسفة].
المعجم الموسوعي لمصطلحات اللسانيات التطبيقية,مجموعة من المصطلحات المرتبطة بعلوم اللسانيات، تهدف إلى توضيح المفاهيم الأساسية في هذا المجال [لغة]
البلاغة,مجموعة من الأساليب اللغوية التي تجعل اللغة أكثر فصاحة وتأثيراً في مخاطبة الناس. [بلاغة]
حد الميز,أصغر بعد خطي أو زاوي بين جسمين نقطيين يبقيان متمايزين وفق معيار رايلي [الفيزياء الفلكية]
تَصْفِيَةٌ سَمْعِيَّةٌ,حالَــةٌ تحصُــل لمتعلِّــم اللغــةِ الثانيــ، تشير إلى العملية التي يتم فيها تصفية الأصوات السمعية في بيئة تعليمية. [لغة]
الفقهاء,العلماء المتخصصون في الشريعة الإسلامية، الذين يقومون بتفسير النصوص الدينية واستنباط الأحكام [فقه]
الحيوان الناطق,مخلوق قادر على الكلام، يعتبر جزءًا من الحدود في التعريفات. [علوم طبيعية]
الوجود,يعني حالة كون الشيء موجوداً في العالم، ويستخدم في مجالات الفلسفة والميتافيزيقا.
يتفيأوا,يتميلون أو يرجعون، [لغة]
تعريف,توضيح أو تفسير لمفهوم أو مصطلح، يهدف إلى بيان معناه واستخداماته [لغة]
الخبر المحذوف,التعليق أو الجملة المفقودة التي تُفقد في الحديث أو الكتابة [نحو]
نظام القياس,مجموعة من الأدوات والأساليب المتكاملة التي تستخدم في القياسات [الميترولوجيا]
حب,حالة انفعالية وعاطفية إيجابية تتمثل في الميل إلى شخص أو فكرة أو مبدأ أو كيان أو شيء، والتعلق به. [علم النفس العاطفي]
وَظِيفَةٌ إبْلاغِيَّةٌ,تعريفها وظيفة اللغة في إيصال المعلومات أو المعاني للأخرين في سياقات مختلفة مثل التقارير العلمية والبيانات العامة. [لغة]
نواة,جسم مركزي في الذرة يحتوي على البروتونات والنيوترونات، وهو مركز الكتلة والشحنة الإيجابية للذرة. [الكيمياء النووية]
الإدراك,فعل عقلي يتمثل في فهم الشيء أو تصوره، ويستخدم في السياق العلمي والفقهي.
رحمة,شعور بالعطف والرفق [فقه]
اقتران وسعي,عملية استخدام مكثفة لنقل الطاقة الكهربائية من جزء من الدارة إلى آخر كما في اقتران مراحل المضخمات [فيزياء كهربائية]
غذاء,الطعام الذي يتناوله الإنسان لتغذيته ونمو جسمه [لغة]
التمثيل والإشارة,استخدام رموز أو أمثلة لتمثيل فكرة أو مفهوم [لغة]
دخيل,ليس جزءًا من الطبيعة الأساسية لشخص أو لشيء بل قادم ومُشغَّل من الخارج.
الشبكات العصبية العميقة,هي نموذج من نماذج التعلم الآلي، يُستخدم في معالجة البيانات المعقدة، ويتكون من عدة طبقات من unités لكل طبقة منها دور محدد في معالجة المعلومات.
الزَّطْلُ,مـعـيـار لـمـا يُـوزَنُ، أو يُـكْـالُ بِـهِ، وهـو أنـواع: مصري، وشامي، وعراقي. [فقه]
مَرْكَزُ المُشابهة,نقطة تقاطع مستقيمين تصل بين نهايات نصفي قطرين متوازيين لدائرتين، تستخدم في دراسة خصائص الأشكال المتماثلة في [الهندسة].
زاوية,شكل هندسي يتكون من التقاء خطين عند نقطة، ويُستخدم بشكل واسع في الهندسة [الهندسة]
الاستحالة,نوع من التغيير يمكن أن يكون في الجوهر أو الكيف [فلسفية]
الْمُحْمُول,المحكوم به في القضية المنطقية المؤلفة من الموضوع والمحمول، مثل: 'الصلاة واجبة'. [أصول الفقه]
تَضَمُّنٌ/شُمُولٌ,دلالــةُ الــيءِ علــى شيءٍ آخَــرَ هــو جُــزءٌ منــه، كالفعــل مثــلا يــدُل علــى الحَــدَث دلالــةً ضِمنيــة لأن الحَــدَثَ جُــزءٌ مــن معنــاه، إذ يَــدُلّ الفعــلُ أيضًــا (بصيغتــه) علــى الزَّمــن. [لغة]
تشكيلة إلكترونية,الترتيب الذي تتواجد فيه الإلكترونات في الذرة ضمن مستويات الطاقة المختلفة، وهذا الترتيب يؤثر على التفاعلات الكيميائية. [الكيمياء العضوية]
جيوب تمام التوجيه,"قيم الزوايا التي يصنعها مستقيم في الفضاء مع المحاور (oz, oy, ox). [الفيزياء]"
صمام يدوي manual valve,نوع من الصمامات يتم التحكم فيه يدويًا، مما يسمح بالتحكم المباشر في تدفق السوائل [ميكانيكا المو fluids]
القدرة,المبدأ الذي يمكن من التغيير من شيء إلى آخر [فلسفة]
الاعتراف,إقرار بشيء أو شخص أو دولة، وهو عنصر بالغ الأهمية في العلاقات الدولية.
الشَّفَةُ السُّفْلَى,عُضــوٌ مــن أعضــاء النُّطــقِ، تُشــارِك في نُطــق الأصــوات. [لغة]
عدم صلاحيته لتقوية غيره من الأحاديث,يدل على أن الحديث غير قادر على رفع درجته أو دعم أحاديث أخرى [فقه]
القوة المحركة,القوة المحركة للفلك هي الطاقة المطلوبة لتحريك الأجرام السماوية، وينبغي أن تكون مجردة عن المادة. [علم الفلك]
المحكم,النص أو الكلام الذي يتسم بالوضوح والدقة، فتكون معانيه ثابتة لا تتغير ولا تحتمل التأويل [لغة]
المبــدأ الاقتصــادِ economy principle,مبدأ يتفق مع مبدأ الحَدِّ الأدنى من العناصر اللغوية الضرورية لتوليد الجملة، وينسجم مع المبدأ العام لاكتساب الطفل لغته الأم. [لغة]
فَإِذا انسلح,إذا انقضى أو انتهى [لغة]
أَرْضٌ,اسْمٌ لِكُلِّ ما كان أَسْفَلَ القَدَمِ مِمّا تَسْتَقِرُّ عليْهِ.
مُتسلسلة كاينين,سلسلة تستخدم لتعزيز الدوال في التحليل الرياضي وتعد جزءًا من التجاور المعدل. [التحليل الرياضي]
الفونولوجيا,علمُ وظائف الأصوات، وهو فرع من علم اللغة يدرس الأصوات من وجهة نظر علمية. [لغة]
الزجر,إنذار أو تحذير من سوء الفعل أو العمل [لغة واصطلاح صوفي]
الأفعال,ما يصدر عن الإنسان من أعمال أو تصرفات، ويمكن أن تكون ظاهرة أو باطنية [فلسفة، أخلاق]
جداء,نتيجة عملية ضرب عددين أو أكثر معًا، يُعتبر مصطلح أساسي في [الرياضيات].
تلخيص النصوص,. عملية إنشاء نسخة مختصرة من نص طويل بطريقة تلقائية، مع الحفاظ على نقاطه الرئيسة.
التشغيل بالنفث الكاشط,عملية تشغيل تتضمن استخدام مواد كاشطة مدفوعة بغاز عالي السرعة لإزالة جزيئات من المواد، مما يجعلها مناسبة لقص المواد الحساسة والرهف [الميكانيكا التطبيقية]
لُغَةُ الأَقْرَانِ,مصطلــحٌ في اكتســاب اللغــة، يُشــر إلى اللغــةِ الــي يَســتَقبلها الطفــلُ مــن أقرانــه ويتواصَــل بهــا. [لغة]
الصنف,هو النوع المقيد بقيد عرضي كالإنسان الرومي. [فقه]
