word,definition
أخذ,"أَخْذ [مفرد]: ; 1- مصدر أخَذَ/ أخَذَ بـ/ أخَذَ على ; أَخْذ عزيز مقتدر: أَخْذٌ بقوّة- أَخْذٌ وعطاءٌ: تبادل المنافع بين طرفين- بعد أَخْذ وردّ: بعد محاورة ومناقشة طويلة. ; 2- سِيرة ونَهْج ""لو كنت منَّا لأَخْذت بأَخْذنا""."
أخذى,أخذى [مفرد]: ج خُذْو، مؤ خَذْواءُ، ج مؤ خُذْو: صفة مشبَّهة تدلّ على الثبوت من خذِيَ.
إخراج,"إخراج [مفرد]: ; 1- مصدر أخرجَ. ; 2- نفقة، مصروف. ; 3- (حي) عمليّة يتخلّص فيها الكائن الحيّ من موادّ زائدة أو نفايات مثل البول والعرق. ; 4- (دب) شكل الأثر الأدبيّ أو الفنِّيّ، أي تصميمه وأسلوبه وطبعه ""تولّى الإخراج"". ; 5- (فن) عمليّة نقل القصة أو المسرحيّة بالوسائل الفنيّة إلى الشاشة أو المسرح، الترتيبات الفنيّة اللازمة للتمثيل المسرحيّ أو للمناظر السينمائيّة. ; 6- (قن) قرار تصدره المحكمة باستبعاد أحد المتقاضين في النزاع. ; 7- (نت) خاصيّة تشبه الإبراز في الحيوان."
أخرب,"أخربَ يُخرب، إخرابًا، فهو مخرِب، والمفعول مخرَب ; • أخرب المكانَ: تركه خرابًا، هدمه، دمّره ""أخربت الحربُ البلادَ- {يُخْرِبُونَ بُيُوتَهُمْ بِأَيْدِيهِمْ}""."
أخرب,أخْرَبُ [مفرد]: (عر) جزء دخله الخَرْب.
أخرج,"أخرجَ يُخرج، إخراجًا، فهو مخرِج، والمفعول مخرَج ; • أخرجَ الشَّيءَ: أبرزه وأظهره، جعله يخرج ""أخرج بطاقتَه من جيبه- أخرج النباتُ براعمَه: طرحها في السّوق- {وَأَخْرَجَتِ الأَرْضُ أَثْقَالَهَا}"" ; أخرج له لسانَه: سخر منه، تهكّم عليه- أخرج ما في جعبته: أبدى ما كان يُخفيه- أخرجه إلى حيِّز الوجود: أظهره. ; • أخرجَ الكتابَ: أصدره، طبعه ونشره. ; • أخرجَ المسرحيَّةَ: أظهرها بوسائله الفنيّة على المسرح، أو الشَّاشة ""أجاد المخرِجُ إخراج الرِّواية"". ; • أخرجَ المعلوماتِ من الحاسوب: استخلصها وحصل عليها. ; • أخرجَ فلانًا من المكان: طرده منه، جعله يتركه ويغادره، أزاله عنه ""أخرج المستأجرَ من العقار- أخرج المحتلَّ من بلاده- {وَأَخْرِجُوهُمْ مِنْ حَيْثُ أَخْرَجُوكُمْ}"" ; أخرج شخصًا من حياته/ أخرج شخصًا من الخاطر: محى ذكره، أزاله من فكره. ; • أخرجَ فلانًا إلى كذا: صيّره إلى ذلك ""أخرج إلى حيِّز العمل: حقّق ونفّذ"". ; • أخرجَ النَّاسُ الميتَ: حملوه إلى مثواه الأخير خارج البيت. ; • أخرجَ اللهُ المَوْتى: بعثهم بعد الموت ""{وَيُحْيِي الأَرْضَ بَعْدَ مَوْتِهَا وَكَذَلِكَ تُخْرَجُونَ}"". ; • أخرجَ اللهُ ما في قلبه: أظهره ""{أَمْ حَسِبَ الَّذِينَ فِي قُلُوبِهِمْ مَرَضٌ أَنْ لَنْ يُخْرِجَ اللهُ أَضْغَانَهُمْ}"". ; • أخرجَه عن الصَّفّ: استثناه من الصفّ ; أخرجه عن الطَّريق: جعله ينحرف. ; • أخرجَ شخصًا من السِّجن: أفرج عنه ""أخرج شخصًا من صمته/ قوقعته/ عُزلته- أخرج الضحايا من تحت الأنقاض"" ; أخرج شخصًا من الماء: أنقذه من الغرق. ; • أخرجَ الحديثَ النَّبويّ: نقله بأسانيد صحيحة."
أخرس,"أخرسَ يُخرس، إخراسًا، فهو مخرِس، والمفعول مخرَس ; • أخرسه اللهُ: أصابه بالخَرَس. ; • أخرس خصمَه: أسكته ""أخرسه بالحجّة""."
أخرس,أخْرَسُ [مفرد]: ج خُرْس وخُرْسان، مؤ خَرْساء، ج مؤ خُرْس وخُرْسان: صفة مشبَّهة تدلّ على الثبوت من خرِسَ ; رماه الله بخرساء- سحابة خرساءُ: لا ترعد- كتيبة خَرْساءُ: ليس لها جَلَبة ولا أصوات- لبن أخرسُ: خاثر لا يتخضخض في إنائه.
أخرف,أخرفَ/ أخرفَ بـ يُخرف، إخرافًا، فهو مخرِف، والمفعول مُخرَف (للمتعدِّي) ; • أخرف الشَّخصُ: دخل في الخريف. ; • أخرفَه الكِبَر: أفسد عقلَه. ; • أخرف فلانٌ بمكان كذا: أقام فيه مدَّة الخريف.
أخرق,أَخْرَقُ [مفرد]: ج خُرْق، مؤ خَرْقاءُ، ج مؤ خرقاوات وخُرْق: ; 1- صفة مشبَّهة تدلّ على الثبوت من خرُقَ/ خرُقَ بـ وخرِقَ/ خرِقَ في ; يَوْمٌ أخرق: يوم يتغيّر فيه الطقس بلا انقطاع. ; 2- مَنْ لا يُحسن عمله أو صنعتَه.
أخرم,"أخرمُ [مفرد]: ج خُرْم، مؤ خَرْماءُ، ج مؤ خرماوات وخُرْم: ; 1- من شُقَّت وترةُ أنفه أو انشقّت أذنُه، مثقوب الأذن. ; 2- ضعيف الرَّأي ""لا تستشره فإنّه أخرمُ الرّأي""."
أخروي,"أُخْرَوِيّ [مفرد]: ; 1- اسم منسوب إلى أُخْرى. ; 2- متعلِّق بالحياة الأخرى، وعكسه دنيويّ ""أمر أُخْرَوِيّ"". ; • العلم الأُخْرَوِيّ: فرع من علم اللاّهوت يهتمّ بنهاية العالم أو الإنسانيّة."
أخروية,أُخْرَوِيَّة [مفرد]: مصدر صناعيّ من أُخْرى. ; • الأُخْرَوِيَّة: مذهب أو نظريَّة تهتمّ بنهايات الأشياء كالبعث والموت والقدر وغيرها.
أخرى,"أُخْرى [مفرد]: ج أُخْرَيات وأُخَرُ: مؤنَّث آخَرُ: أحد شيئين يكونان من جنس واحد ""{أَنْ تَضِلَّ إِحْدَاهُمَا فَتُذَكِّرَ إِحْدَاهُمَا الأُخْرَى}"" ; في أُخْرياتِ أيَّامه: في آخرها. ; • الأُخْرى: الآخرة، الحياة بعد الموت."
إخزاء,إخزاء [مفرد]: مصدر أخزَى.
أخزى,"أخزَى يُخزي، أخْزِ، إخزاءً، فهو مُخْزٍ، والمفعول مُخزًى ; • أخزى فلانًا: أهانه وفضحه، ألحق به خِزْيًا أو عارًا، أخجله ""لم أتوقع صُدورَ هذا الفعل المُخزي منك- {فَاتَّقُوا اللهَ وَلاَ تُخْزُونِ فِي ضَيْفِي}"". ; • أخزاه اللهُ: أذله وأهانه، فضحه، أوقعه في الخزي، أهلكه ""{وَاعْلَمُوا أَنَّكُمْ غَيْرُ مُعْجِزِي اللهِ وَأَنَّ اللهَ مُخْزِي الْكَافِرِينَ}""."
أخسر,"أخسرَ يُخسر، إخسارًا، فهو مخسِر، والمفعول مخسَر ; • أخسر الميزانَ أو الكيلَ: نقصه ""{أَوْفُوا الْكَيْلَ وَلاَ تَكُونُوا مِنَ الْمُخْسِرِينَ}"". ; • أخسر فلانًا: سبَّب له الخَسارةَ، جعله يخسر في تجارة أو في بيع أو شراء، عكسه أربحه ""أَخْسَره في تجارته""."
أخشب,أخشبُ [مفرد]: ج خُشْب، مؤ خَشْباء، ج مؤ خشباوات وخُشْب: صفة مشبَّهة تدلّ على الثبوت من خشِبَ.
أخشن,أخشنَ يُخشن، إخشانًا، فهو مخشِن، والمفعول مخشَن ; • أخشن عليه القولَ: حادثه بجفاء وخشونة.
أخشن,"أخشنُ [مفرد]: ج خُشْن، مؤ خشناءُ، ج مؤ خشناوات وخُشْن: ; 1- صفة مشبَّهة تدلّ على الثبوت من خشُنَ ; أَرْضٌ خشناء: فيها رملٌ وحجارة. ; 2- فظّ القلب، جافي الطبع، غليظ المعاملة. ; 3- فيه تقشُّف وشَظَف ""عيش أخشنُ""."
أخشى,"أخشى [مفرد]: ; 1- اسم تفضيل من خشِيَ/ خشِيَ من: أكثر خوفًا وفزعًا ""أخشى ما أخشاه أن تقع الحربُ بغتة"". ; 2- أتقى، أكثر ورعًا ""أخشى قلب هو قلب العالم الزاهد""."
إخصائي,"إِخْصَائِيّ [مفرد]: أخصّائيّ، اختصاصيّ، معروف بمهارة في مجال فنيّ أو فكريّ معيَّن، متخصِّص في فرع معيّن من العلم ""إخصائيّ الجراحة/ العظام""."
إخصاب,"إخصاب [مفرد]: ; 1- مصدر أخصبَ. ; 2- إضافة الموادّ المخصِّبة إلى التُّربة لتصير خِصْبة ""استعان بالسِّماد البلديّ في إخصاب التُّربة"". ; 3- كثرة النَّسل ""هناك شعوب ذات إخصاب مرتفع"". ; 4- (حي) اندماج الخليّة المذكّرة في الخليّة المؤنّثة، أو إلقاح البويضة الأنثويّة بالحيوان المنويّ. ; • الإخصاب التَّهجينيّ: (حي) إخصاب بأكثر من مشيج من أفراد مختلفين، وأحيانًا من أنواع مختلفة، إخصاب يقوم على توحيد أمشاج أفراد من أنواع أو أجناس مختلفة. ; • الإخصاب الذَّاتيّ: (حي) تلقيح مباشر لبويضات الزَّهرة بلقاح الزهرة ذاتها."
أخصب,"أخصبَ يُخصب، إخصابًا، فهو مُخصِب، والمفعول مُخصَب (للمتعدِّي) ; • أخصبتِ الأرضُ: خصَبت، كثر فيها العشبُ والكلأُ والخيرُ. ; • أخصب القومُ: أمْرَعَتْ أرضُهُم وكثُر طعامُهم وشرابُهم ; أخصب جنابُه: كثُر خيرُه. ; • أخصبَ اللهُ المكانَ: أغناه، أكثر فيه العشبَ والكلأَ ""الثقافة تخصب العقلَ""."
أخصر,"أخصرُ [مفرد]: اسم تفضيل من اختصرَ/ اختصرَ في: على غير قياس: أكثر إيجازًا ""عرض فكرته بأخصر عبارة- أخصرُ طريق إلى النجاح هو العمل""."
أخص,"أخصَّ يُخصّ، أخْصِصْ/ أخِصَّ، إخصاصًا، فهو مُخِصّ، والمفعول مُخَصّ ; • أخصَّه بكذا: خصَّ2، آثره به على غيره ""أخصَّه بالحفاوة والتكريم""."
أخص,أخصُّ [مفرد]: اسم تفضيل من خَصَّ1 وخَصَّ2: أكثر أهمية، أفضل، أوجه ; بالأخصّ: لا سيما- على الأخصّ: على نحو يستحقّ الذكرَ ويلفت النظرَ.
أخصائي,"أخصّائيّ [مفرد]: إخصائيّ، اختصاصيّ، معروف بمهارة في مجال فنّي أو فكريّ معيّن، متخصّص في فرع معيّن من العلم ""حضَر أخصّائيّ الجراحة- فلانةُ أخصّائيّ/ أخصّائيّة المخّ والأعصاب""."
أخصى,أخصى يُخصي، أَخْصِ، إخصاءً، فهو مُخْصٍ، والمفعول مُخْصًى ; • أخصى الشَّخصَ/ أخصى الفحلَ: خَصاه، سلّ خُصيتيه.
أخضر,أخضرَ يُخضر، إخضارًا، فهو مُخضِر، والمفعول مُخضَر ; • أخضر الماءُ الزَّرعَ: أنعمه وجعله أخضرَ نضرًا.
أخضر,"أخضرُ1 [مفرد]: ج خُضْر، مؤ خضراءُ، ج مؤ خَضْرَاوات وخُضْر: ; 1- صفة مشبَّهة تدلّ على الثبوت من خضِرَ ; أتَى على الأخضر واليابس: دمّر كلَّ شيء- الأمر بيننا أخضرُ: جديد- الحزام الأخضر: حاجز من الأشجار أو الشجيرات تصُدّ الرِّياحَ وتقلِّل الانحرافَ- الخطّ الأخضر: الطريق الذي يمرّ منه من لا يحمل بضاعة تستحقّ جمارك- الضَّوء الأخضر: علامة الأمان في المرور- النِّطاق الأخضر: حزام من الحدائق الترفيهيّة أو المزارع أو الأراضي غير المحروثة يحيط بالمدينة- تلقَّى الضَّوءَ الأخضر: مُنح الإذن بالبَدْء في عمل ما، أخذ الموافقة والقبول- شابٌّ أخضر: ناهز سنَّ البلوغ- عيش أخضر: ناعم. ; 2- غير نضيج ""تفاح أخضر"". ; • أخضر الكروم: مسحوق أخضر اللّون لا يذوب في الماء، ويذوب في الأحماض وهو أكسيد الكروم، يستعمل خِضابًا، وفي طباعة الأوراق الماليّة، وفي تلوين الخزف والزجاج. ; • الأخضران: البحر والليل."
أخضر,"أخضرُ2 [مفرد]: اسم تفضيل من خضِرَ: على غير قياس: أكثر خُضرة ""هذه الشجرة أخضر من غيرها""."
أخضع,"أخضعَ يُخضع، إخضاعًا، فهو مخضِع، والمفعول مخضَع ; • أخضع المتمردين: أذلَّهم، أرغمهم على الخضوع، قهرهم بقوَّة ""أخضعه الفقرُ- أخضعتني إليك الحاجةُ: ألجأتني""."
أخضع,أخضعُ [مفرد]: صفة مشبَّهة تدلّ على الثبوت من خضِعَ.
أخطأ,"أخطأَ/ أخطأَ عن/ أخطأَ في يُخطئ، إخطاءً، فهو مخطِئ، والمفعول مُخطَأ ; • أخطأ الهدفَ ونحوَه/ أخطأ عن الهدف ونحوه: تجاوزه ولم يصبه ""أخطأته الرصاصةُ- أخطأه الحظُّ/ التوفيقُ: لم يحالفه- مَا أَخْطَأَكَ لَمْ يَكُنْ لِيُصِيبَكَ، وَمَا أَصَابَكَ لَمْ يَكُنْ لِيُخْطِئَكَ [حديث]"". ; • أخطأ التَّقديرَ/ أخطأ في التَّقدير: خطِئ، غلِط وضَلَّ، حاد عن الصَّواب ""أخطأ في حقِّ جاره- أخطأ في العنوان/ الفتوى- وَإِذَا حَكَمَ فَاجْتَهَدَ فَأَخْطَأَ فَلَهُ أَجْر [حديث]"". ; • أخطأَ الرَّجلَ: أوقعه في الخطأ. ; • أخطأَ الرَّجلُ عن جهل: أذنب، ارتكب الذَّنبَ على غير عمد ""{رَبَّنَا لاَ تُؤَاخِذْنَا إِنْ نَسِينَا أَوْ أَخْطَأْنَا}""."
إخطاء,إخطاء [مفرد]: مصدر أخطى.
إخطار,"إخطار [مفرد]: ج إخطارات (لغير المصدر): ; 1- مصدر أخطرَ. ; 2- إشعار أو إعلام كتابيّ أو شفويّ، رسالة قصيرة ""تسلّم إخطارًا بموعد نظر قضيَّته""."
أخطبوط,"أَخْطَبوط/ أُخْطُبوط [مفرد]: ج أَخْطَبوطات/ أُخْطُبوطات: (حن) حيوان بحريّ من فصيلة الرَّخويَّات، أسطوانيّ الشكل، له رأس صغير، وثماني أرجل، يتغذَّى على القشريَّات والأسماك، ويُضرب به المثل في شدّة التشبُّث بما يمسكه ""أحاطوا به كالأخطبوط""."
أخطبوط,أَخْطَبوط/ أُخْطُبوط [مفرد]: ج أَخْطَبوطات/ أُخْطُبوطات: (انظر: أ خ ط ب و ط - أَخْطَبوط/ أُخْطُبوط).
أخطبوطي,"أَخْطَبوطيّ/ أُخْطُبوطيّ [مفرد]: ; 1- اسم منسوب إلى أَخْطَبوط/ أُخْطُبوط. ; 2- متشعِّب، ذو شكلٍ توسُّعيّ ""توسع العمران بشكل أخطبوطيّ على أطراف المدينة: محيط، ملتفّ- تنظيم إرهابيّ أخطبوطيّ: له أطراف ضاربة في كلِّ الأنحاء""."
أخطبوطيات,أُخْطُبوطيَّات [جمع]: (حن) رتبة حيوانات مائيَّة من الرَّخويَّات المزدوجات الخيشوم الرأسيّات الأرجل.
أخطبوطية,"أَخْطَبوطيَّة/ أُخْطُبوطيَّة [مفرد]: ; 1- اسم مؤنَّث منسوب إلى أَخْطَبوط/ أُخْطُبوط: ""مؤامرة/ مؤسسات/ أذرع أُخْطبوطيَّة"". ; 2- مصدر صناعيّ من أَخْطَبوط/ أُخْطُبوط: تشابكيَّة وتماسكيَّة، قدرة على امتداد السيطرة والإحكام ""عائلة أُخْطبوطيَّة النُّفوذ""."
أخطر,"أخطرَ يُخطر، إخطارًا، فهو مُخطِر، والمفعول مُخطَر (للمتعدِّي) ; • أخطر المريضُ: دخل مرحلةً هي بين السلامة والتلف. ; • أخطر الشُّرطةَ بالحادث: أبلغها به ""أخطره بموعد قيام الطائرة"". ; • أخطر الشَّيءَ بباله/ أَخطر الشَّيءَ في بالِه/ أخطر الشَّيءَ على بالِه: أذكره إيّاه."
أخطل,أخطلُ [مفرد]: ج خُطْل، مؤ خَطْلاءُ، ج مؤ خطلاوات وخُطْل: ; 1- صفة مشبَّهة تدلّ على الثبوت من خطِلَ/ خطِلَ في. ; 2- طويل الأذنين مسترخيهما.
أخطل,أخطلَ في يُخطل، إِخْطالاً، فهو مُخْطِل، والمفعول مُخْطَل فيه ; • أخطل في كلامه: خطِل فيه، أخطأ، أفحش، تكلَّم كلامًا فاسدًا.
أخطى,"أخطى يُخطي، أَخْطِ، إخطاءً، فهو مُخطٍ، والمفعول مُخطًى ; • أخطى الطِّفلَ: جعله يمشي ويخطو ""تحاول الأمُّ أن تُخطيَ طفلهَا لتعلِّمه المشي""."
إخفاء,إخفاء [مفرد]: مصدر أخفى.
إخفاق,إخفاق [مفرد]: ; 1- مصدر أخفقَ/ أخفقَ في. ; 2- (نف) عدم الوصول إلى الهدف المقصود، أو إلى النتائج التي يمكن الإفادة منها.
أخفش,أخْفَشُ [مفرد]: ج خُفْش، مؤ خَفْشاء، ج مؤ خفشاوات وخُفْش: ; 1- صفة مشبَّهة تدلّ على الثبوت من خفِشَ. ; 2- مَنْ يُبصر بالليل دون النهار.
أخفض,أخفضُ [مفرد]: أسفل، أدنى، ضدّ أعلى.
أخف,"أخفَّ يُخفّ، أخْفِفْ/ أخِفَّ، إخفافًا، فهو مُخِفّ، والمفعول مُخَفّ (للمتعدِّي) ; • أخفَّ الرَّجلُ: قلَّل متاعُه في السفر ""إن كنت مُسافرًا بالطائرة فأخففْ؛ لأنّ الوزن مُحدَّد"". ; • أخفَّ صديقَه: ; 1- أَذْهب حِلْمَه وحمله على الطيش، جعله خفيفًا. ; 2- وجده خفيفًا طائشًا."
أخف,أخفُّ [مفرد]: اسم تفضيل من خفَّ1/ خفَّ إلى/ خفَّ على/ خفَّ عن/ خفَّ في/ خفَّ لـ: أقلّ وزنًا ; أخفّ الضَّرَرَيْن: أهونهما، أقلُّهما شرًّا- أخفُّ رأسًا من الذِّئب: خفيف النوم، يَقِظ- أخفّ من الفراشة/ أخفّ من الرِّيشة: خفيف الوزن.
أخفق,"أخفقَ/ أخفقَ في يُخفق، إخفاقًا، فهو مخفِق، والمفعول مخفَقٌ فيه ; • أخفق الطَّائرُ: ضرب بجناحيه، طار أم لم يطرْ. ; • أخفق الشَّخصُ/ أخفق الشَّخصُ في مراده: فشل، لم يظفر بحاجته، لم يصل إلى هدفه المقصود ""حاول إخماد الثَّورة لكنه أخفق- أخفق في دراسته- إخفاق في الزواج""."
أخفى,"أخفى يُخفي، أَخْفِ، إخفاءً، فهو مُخفٍ، والمفعول مُخفًى ; • أخفى الذَّهبَ في مكان أمين: ستره وخبّأه ""أخفى مشاعرَه/ سرًّا- كشفَ الأسرارَ التي كنت مُخْفِيَها- {فَلاَ تَعْلَمُ نَفْسٌ مَا أُخْفِيَ لَهُمْ مِنْ قُرَّةِ أَعْيُنٍ}"" ; لا أخفيك سرًّا: سأبوح لك به- وهل يُخفَى القمر؟: تقال للتدليل على وضوح الأمر، أو على شهرة الشخص. ; • أخفى الصَّوتَ: كتمه ""أخفى المصلِّي قراءته- {تُسِرُّونَ إِلَيْهِمْ بِالْمَوَدَّةِ وَأَنَا أَعْلَمُ بِمَا أَخْفَيْتُمْ وَمَا أَعْلَنْتُمْ}"". ; • أخفى الشَّيءَ: أظهره، أزال خفاءَه ""{إِنَّ السَّاعَةَ ءَاتِيَةٌ أَكَادُ أُخْفِيهَا}"". ; • أخفى عليه الأمرَ/ أخفى عنه الأمرَ/ أخفى منه الأمرَ: خبَّأه ""أَخْفِ عَنَّا خَبَرَك [حديث]""."
إخلاء,إخلاء [مفرد]: ; 1- مصدر أخلى ; إخلاء السَّبيل: إعادة الحرية إلى الموقوف احتياطيًّا بقرار قضائيّ- إخلاء المدينة: تهجير سكَّانها. ; 2- أن يتخلى واضعُ اليد عن العقار. ; • إخلاء سبيل مشروط: إطلاق سراح سجين لمّا تنته مُدَّته بعد، على أن يكون مشروطًا بسلوك قانوني متعارف عليه ويخضع عادة للمراقبة من ضابط الشرطة أو في أحد مراكزها لفترة من الوقت.
إخلاص,إخلاص [مفرد]: مصدر أخلصَ/ أخلصَ في/ أخلصَ لـ. ; • الإخلاص: اسم سورة من سور القرآن الكريم، وهي السُّورة رقم 112 في ترتيب المصحف، مكِّيَّة، عدد آياتها أربع آيات ; سورتا الإخلاص: {قُلْ هُوَ اللهُ أَحَدٌ} ، {قُلْ يَاأَيُّهَا الْكَافِرُونَ}.
أخلاط,"أخلاط [جمع]: مف خِلْط: ما تركَّب من عدة أشياء مثل أخلاط الطِّيب وأخلاط الدواء، أشياء مختلط بعضها ببعض ""هذا الصفيح خِلْطٌ من حديد وقصدير- أخلاطُ ألوان"" ; أخلاط القوم: أوباشهم، سِفْلَتهم. ; • أخلاط الإنسان/ أخلاط الجسد/ أخلاط البدن: (طب) أمزجته الأربعة: الصفراء والبلغم والدم والسَّوداء."
أخلاق,"أخلاق [جمع]: مف خُلُق: مجموعة صفات نفسية وأعمال الإنسان التي توصف بالحُسْن أو القُبْح ""سمو/ كرم الأخلاق- فلان دمِث الأخلاق- الحلْمُ سيد الأخلاق- إِنَّمَا بُعِثْتُ لأُتَمِّمَ مَكَارِمَ الأَخْلاَقِ [حديث]"" ; أخلاق اجتماعيّة: عادات أو قيم اجتماعية تختلف باختلاف الظروف- تدنّي الأخلاق: انحطاطها- جريمة أخلاقيّة: جريمة تَمَسّ العرض والشرف، كُلُّ جُرْم أو ذنب يقترفه الموظف في أثناء القيام بأعمال وظيفته- دماثة الأخلاق: سهولة الطبع ولينه- شرطة الأخلاق: شرطة الآداب- مكارم الأخلاق: الأخلاق الحميدة. ; • علم الأخلاق: (سف) أحد أقسام الفلسفة وهو علم نظريّ يحدِّد مبادئ عمل الإنسان في العالم، وغرضه تحديد الغاية العليا للإنسان، أو هو علم بالفضائل وكيفية التحلِّي بها، والرذائل وكيفيّة تجنّبها."
أخلاقي,"أخلاقيّ [مفرد]: ; 1- اسم منسوب إلى أخلاق: على غير قياس. ; 2- (سف) ما يتَّفق وقواعد الأخلاق أو قواعد السُّلوك المقرَّرة في المجتمع، عكسه لا أخلاقيّ ""جُرْم/ سلوك/ عمل/ مشهد أخلاقيّ"" ; لا أخلاقيّ: ما لا يدخل تحت طائلة الحكم الأخلاقي."
أخلاقية,"أخلاقيَّة [مفرد]: ; 1- اسم مؤنَّث منسوب إلى أخلاق. ; 2- مصدر صناعيّ من أخلاق: ""يخضع العالم اليوم لعقليَّة جديدة وأخلاقيَّة جديدة"" ; أخلاقيّات العمل: ما يتعلَّق بالعمل من مبادئ ومُثل خُلقيّة- لا أخلاقيّة: القول بإنكار الأخلاق والاعتداد بالأحكام الواقعيّة فقط. ; • اللاَّأخلاقيَّة: ; 1- مذهب ينكر وجود الأخلاق، ويرفض كلّ وجهة نظر أخلاقيّة ""وقف ضدّ اللاّأخلاقيّة الصهيونيّة"". ; 2- حالة من الانحلال وغياب الأخلاق ""مازالت أمريكا تعامل الآخرين بالازدواجيّة واللاّأخلاقيّة""."
أخلد,"أخلدَ/ أخلدَ إلى/ أخلدَ بـ/ أخلدَ في يُخلد، إخلادًا، فهو مُخْلِد، والمفعول مُخْلَد (للمتعدِّي) ; • أخلد الشَّخصُ: أسنَّ ولم يَشِب. ; • أخلد الشَّيءَ: أبقاه وأدامه ""{يَحْسَبُ أَنَّ مَالَهُ أَخْلَدَهُ}"". ; • أخلد إلى الأرض/ أخلد إلى الرَّاحة: خلد إليها، اطمأن وسكن إليها، وركَن إليها ""أخلد إلى الهدوء/ النوم- {وَلَكِنَّهُ أَخْلَدَ إِلَى الأَرْضِ وَاتَّبَعَ هَوَاهُ}"". ; • أخلد بالمكان/ أخلد في المكان: خلد به، لزمه مستقِرًّا فيه، أقام به ; أخلد بصاحبه: لزِمه."
أخلص,"أخلصَ/ أخلصَ في/ أخلصَ لـ يُخلص، إخلاصًا، فهو مُخلِص، والمفعول مُخلَص ; • أخلص الشَّيءَ: أصفاه ونقّاه من الشوائب. ; • أخلص فلانًا: اختاره واختصَّه بدخيلة نفسه ""{إِنَّا أَخْلَصْنَاهُمْ بِخَالِصَةٍ ذِكْرَى الدَّارِ}"". ; • أخلصَه النَّصيحةَ/ أخلص له النَّصيحةَ: أصفاها، نقَّاها من الغِشّ ""أخلص له المودّة- {إلاَّ الَّذِينَ تَابُوا وَأَصْلَحُوا وَاعْتَصَمُوا بِاللهِ وَأَخْلَصُوا دِينَهُمْ لِلَّهِ}: مَحَّصوه له خالصًا من شوائب الشرك والرياء"" ; أَخْلصه النَّصيحةَ: نقَّاها من الغشِّ. ; • أخلص في عمله: أدّاه على الوجه الأمثل. ; • أخلص لصاحبه: كان ذا علاقة نقيَّة به وترك الرِّياء في معاملته ""لك تحياتي المخلِصة- أخلص لله في جهاده- أخلص له المودة/ الحبّ/ القول"" ; المُخلِص: كلمة تُختم بها الرسائل الأخوية- كلمة الإخلاص: كلمة التوحيد (لا إله إلا الله)."
أخلع,"أخلعَ يُخلع، إخلاعًا، فهو مُخلِع، والمفعول مُخلَع ; • أخلعه الطَّبيبُ ثيابَه: حمله على نزعها، نزعها عنه، جرَّده منها ""أخلعت وليدَها ثيابَه""."
أخلف,"أخلفَ/ أخلفَ على/ أخلفَ لـ يُخلف، إخلافًا، فهو مُخلِف، والمفعول مُخلَف (للمتعدِّي) ; • أخلف الطَّعامُ: فسد وتغيّرت رائحتُه ""أخلف فمُ الصائم"". ; • أخلفت الشَّجرةُ: أنبتت عوض ما قُطع منها، ظهر فيها ورقٌ بعد ورقٍ قد خُرط منها، أو ثمر بعد ثمر. ; • أخلفَ الشَّيءَ: جعله خَلْفَه ""أَخْلف يدَه إلى الشيء: أرسلها ليأخذه من خلفه"". ; • أخلف وعدَه/ أخلفه وعدَه: نقضه، أخلّ به، لم يَبَرّ به، لم يَفِ به ""من صفات المنافق أنه إذا وعد أخلف- {فَأَخْلَفْتُمْ مَوْعِدِي}"" ; أخلف الغيثُ: أطمع في النزول ثم نكص عنه. ; • أخلف رجاءَه: خيّب أمله، لم يَكُن عند حُسْن الظَّنِّ ""لا تخلف رجائي فيك"". ; • أخلف اللهُ عليك/ أخلفَ اللهُ لك: عوّضك، ردَّ عليك مثل ما ذهب منك ""{وَمَا أَنْفَقْتُمْ مِنْ شَيْءٍ فَهُوَ يُخْلِفُهُ}""."
أخلق,"أخلقَ يُخلق، إخلاقًا، فهو مُخلِق، والمفعول مُخلَق (للمتعدِّي) ; • أخلق الثَّوبُ ونحوه: بَلِي ; أخلق العهدُ بينهما: رثَّ وقدم كما يبلى الثوبُ- أخلق شبابُه: ولّى. ; • أَخْلق الشَّخصُ: صارت ملابسه بالية. ; • أخلق فلانٌ ثوبَه: أبلاه، لبسه حتى بلِي ""أخلق متاعه بالإهمال""."
أخلق,أَخْلَقُ [مفرد]: ج خُلْق، مؤ خَلْقاء، ج مؤ خلقاوات وخُلْق: صفة مشبَّهة تدلّ على الثبوت من خلِقَ وخلَقَ1.
أخل,"أخلَّ بـ/ أخلَّ في يُخلّ، أخْلِلْ/ أخِلَّ، إخلالاً، فهو مُخِلّ، والمفعول مُخَلّ به ; • أخلَّ بشرف المهنة/ أخلَّ في شرف المهنة: أجْحَف وقصَّر فيها ""أخلّ بتعهداته/ باتفاقه: لم يلتزم به- عمل مخل بالآداب: منافٍ، مناقض لها- أخلَّ في عمله"" ; مع عدم الإخلال بكذا: مع أخذه في الحسبان. ; • أخلَّ بالنِّظام العام: أثار الشَّغَب والفوضى ""إخلال بالأمن"" ; أخلّ بالآداب/ أخلّ بالتَّقاليد/ أخلّ بالقوانين: خرج عمّا تقتضيه من سلوك. ; • أخلَّ بمركزه: تركه، غاب عنه ""أخلّ بالمكان""."
